215561558	全城通缉	5.9	2014-11-06	剧情,悬疑	中国大陆	国语	1小时44分钟	汪涛	刘烨 赵文卓 秋瓷炫 娜扎 马浴柯
219431781	凤凰台	7.0	2014-11-04	剧情	中国大陆	国语	1小时30分钟	闫然	张语庭 卜小贵 王虹博
218095840	孤岛	7.0	2014-10-31	惊悚,悬疑	中国大陆	国语	1小时23分钟	廉涛 王琨皓	李依伊 田苏灏 毛毅
208307028	忍者神龟：变种时代	8.4	2014-10-31	冒险,喜剧,动作	美国	英语	1小时41分钟	乔纳森·理贝斯曼	梅根·福克斯 威尔·阿奈特 威廉·菲德内尔 阿兰·里奇森 诺尔·费舍 皮特·普劳泽克 约翰尼·诺克斯维尔
128057759	一个人的武林	8.3	2014-10-31	惊悚,动作	中国大陆	国语	1小时40分钟	陈德森	甄子丹 王宝强 杨采妮 白冰 张蓝心 陈伟霆 刘伟强 钱嘉乐 吴浩康 喻亢 张文杰 方中信 樊少皇 释行宇 姜大卫 张同祖 袁祥仁 林伟健 杨盼盼 司徒慧焯 释延能 孟海 林迪安 黄志强 董玮
119470598	夜莺	8.0	2014-10-31	剧情,家庭	中国大陆,法国	国语	1小时35分钟	费利普·弥勒	李保田 杨心仪 秦昊 李小冉
213465277	恐怖电影院	3.7	2014-10-30	惊悚	中国大陆	国语	1小时27分钟	袁杰	刘妍希 罗翔 余淼 魏星宇 唐成静 张绮烟 任鹏 蒋羽熙 代超
215292516	移动迷宫	8.0	2014-10-28	科幻,悬疑,动作	美国	英语	1小时53分钟	韦斯·波尔	迪伦·奥布莱恩 卡雅·斯考达里奥 托马斯·桑斯特 阿梅尔·艾米恩 李基弘 布雷克·库珀 威尔·保尔特 德克斯特·达登
218732163	大话西游上下集连映	9.4	2014-10-24	爱情,奇幻,冒险,喜剧,动作	中国香港,中国大陆	国语	3小时3分钟	刘镇伟	周星驰 吴孟达 朱茵 蔡少芬 蓝洁瑛 莫文蔚 罗家英
218095308	神剑传奇	7.0	2014-10-24	奇幻,冒险,动画	中国大陆	国语	1小时12分钟	王生唯 梅生	白马 张瑶函 赵红 吉吉 刘芊含 范哲琛  杨默 王秋明 王雪亮 王晨光 刘崇 滕奎兴
